,text,airline_sentiment
12159,@americanair new plane gogo easy power for laptop iphone just missing a good boatstyle swivel cup holder for my dietcoke happyflier,1
12160,@americanair how about some rampers at gate b40 dfw?   waiting to be marshaled in,-1
12161,@americanair you cancelled flight my flight and theres no way to rebook on the website or app? i have to wait 35 minutes on hold? fail cc @delta,-1
12162,@americanair i thought all those planes were retired? md80,0
12163,just got off the phone @americanair customer service. only 8 minutes to get my issue resoled. you guys are awesome.,1
12164,@americanair thanks for the info is there a number i can call to speak to a person? it is going to take an hour to type it out,0
12165,@americanair we are off to kax premium.  hoping this flight is better food tv now i know how to work it and service. tnx,1
12166,@americanair @beantownmatty sounds like a date!,1
12167,@americanair I am frustrated by all of the @usairways attitude toward execplat members. thenewamerican,-1
12168,@americanair another day another grievance with this airline. no customer service,-1
12169,@americanair you have misunderstood. @usairways would not do a same day flight change for me. the gate agent said no.,-1
12170,@americanair flight 35. I am on my way.,0
12171,@americanair car accident on my way to the airport. missed flight from rno to dca. trying to resched but your line has 2 hr wait,-1
12172,@americanair thanks so much!,1
12173,@americanair: we hope you enjoy the winterweather and brought your warm coat and gloves maria! yup! new beanie ,1
12174,@americanair @lpalumbo what weather sun is out,-1
12175,@americanair so you fail again flight to rdu sitting waiting on flight attendants. your logistics are not good,-1
12176,@americanair any idea on what the wait time is for refunds from @usairways? i was told a few days over the phone  but it is well past that.,-1
12177,@americanair i was happy to purchase the upgrade. if only it was avail on my next flight.,-1
12178,@americanair it is now going to be reported to the police due to the sexual assult sad that you did not care,-1
12179,@americanair 4th flight rebooked to is not cancelled flighted! woohoo. going to make it to @laguardiaair,-1
12180,@americanair my flight to dfw from lit on my way to pdx tomorrow was cancelled flighted. can you help me?,-1
12181,@americanair the issue is the lack of consideration of an announcement made so late flight when the gate agent had been there for over an hour.,-1
12182,@americanair i understand. but why is this the only flight of the day not going out? twice?! I am now out of extra meds and diapers for baby.,-1
12183,@americanair i sure do. I am running version 3.10.0,0
12184,@americanair you could train your flight attendants to have some manners and decency,-1
12185,@americanair change fee  same price of new ticket... not logical,-1
12186,@americanair nice to read it! thank you very much!,1
12187,@americanair we have been advised to turn this issue over to the police due to the sexual assult thank you for allowing that on your plane!,-1
12188,@americanair fuck you.,-1
12189,@americanair not giving you a hard time...just looking for basic customer service after aa lost my bag. eta on it is return please????????,-1
12190,@americanair i bet they do! I am sure they have some form of wear and tear on their skin. i hope they will survive the rest of the winter xxx,0
12191,@americanair @dfwairport me too!!  love living so close so i always have great views!,1
12192,@americanair thanks!,1
12193,@americanair can someone contact me about my awful experience with american airlines this weekend,-1
12194,@americanair actually online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase,-1
12195,@americanair your definition and mine of 10 min is vastly different. i understand the need to get off the plane for maint but be honest.,-1
12196,@americanair @dfwairport you 2 together are the best part of flying!,1
12197,@americanair @dfwairport guys let it go. ,1
12198,@americanair is there a way to add my aa number to an itinerary that does not involve sitting on hold for 1.5 hours?,-1
12199,@americanair i can hardly believe it! bundle up and stay warm! ,1
12200,@americanair you are right. someone is up to something...,0
12201,@americanair the flight is not going to make the connection to mex aa2444,-1
12202,@americanair thanks for sharing these photos! round of applause for your crews! we appreciate all their hard work.,1
12203,@americanair can i get a free ticket to hawaii for being fabulous,0
12204,@americanair 1the lavatory freezes 2 problem with a nitrogen line 3a low tire with the inflating equipment malfunctioning aa2444 and...,-1
12205,@americanair i want to change my flight for next week they will still charge me. waiting for fligt status,0
12206,@americanair @dfwairport that is dfw!? omg! yeah cold everywhere!,0
12207,@americanair great customer service thanks,1
12208,@americanair when flight booking problems an intl flight online do i have to provide a passport number when flight booking problems or just when i arrive at airport?,0
12209,@americanair yes they do ,0
12210,@americanair hook me up with a free trip to barbados and i will tell you the secret beaches to see,0
12211,@americanair why did flight 1636 get cancelled flightled? waiting for a rep to rebook but wondering if there will be other issues getting out.,-1
12212,@americanair  we are going to the police dept due to the sexual assult that your stewardess allowed to occur and your lack of concern,-1
12213,@americanair thank you for responding so quickly to my tweets i do appreciate that.,0
12214,@americanair i am trying to change the time of a flight i already purchased and was told i have to pay a 400 change fee. ridiculous.,-1
12215,@americanair please email me at temorris2010@hotmail.com. willing to discuss my experience amp; give another try would like to speak directly,0
